Date,Close/Last,Volume,Open,High,Low
05/22/2024,$178.00,16189400,$178.40,$178.852,$176.7801
05/21/2024,$179.54,14706020,$178.40,$179.82,$177.31
05/20/2024,$178.46,17495120,$177.31,$179.95,$177.225
05/17/2024,$177.29,16546350,$175.55,$177.495,$174.98
05/16/2024,$175.43,17247310,$174.60,$176.34,$174.05
05/15/2024,$173.88,20958250,$172.30,$174.0459,$172.03
05/14/2024,$171.93,18729460,$171.59,$172.78,$170.42
05/13/2024,$170.90,19648590,$165.847,$170.95,$165.76
05/10/2024,$170.29,18740460,$169.69,$171.34,$167.91
05/09/2024,$171.58,11937700,$171.15,$172.44,$169.93
05/08/2024,$171.16,14569860,$170.75,$171.9092,$170.522
05/07/2024,$172.98,21102430,$170.12,$173.47,$170.00
05/06/2024,$169.83,15147910,$169.22,$169.90,$167.89
05/03/2024,$168.99,22767060,$169.54,$169.85,$164.98
05/02/2024,$168.46,17041120,$166.67,$168.53,$165.69
05/01/2024,$165.57,25223250,$166.18,$168.81,$164.90
04/30/2024,$164.64,29420760,$167.38,$169.87,$164.50
04/29/2024,$167.90,35914560,$170.77,$171.38,$167.06
04/26/2024,$173.69,56500790,$175.99,$176.42,$171.40
04/25/2024,$157.95,36197790,$153.36,$158.28,$152.768
04/24/2024,$161.10,19485690,$159.09,$161.39,$158.82
04/23/2024,$159.92,16115410,$158.59,$160.48,$157.965
04/22/2024,$157.95,17243870,$156.01,$159.185,$155.66
04/19/2024,$155.72,21479880,$157.75,$157.99,$153.91
04/18/2024,$157.46,14016070,$156.925,$158.485,$156.21
04/17/2024,$156.88,16237750,$157.19,$158.681,$156.135
04/16/2024,$156.00,15413200,$155.64,$157.23,$155.05
04/15/2024,$156.33,21140950,$160.28,$160.83,$156.15
04/12/2024,$159.19,16989770,$159.405,$161.70,$158.60
04/11/2024,$160.79,17841700,$158.34,$161.1199,$157.93
04/10/2024,$157.66,16339170,$157.88,$158.16,$156.20
04/09/2024,$158.14,21538140,$157.35,$159.89,$156.64
04/08/2024,$156.14,16641530,$154.015,$156.655,$153.99
04/05/2024,$153.94,16297320,$151.68,$154.84,$151.081
04/04/2024,$151.94,24184840,$155.08,$156.18,$151.88
04/03/2024,$156.37,17266180,$154.92,$156.55,$154.1321
04/02/2024,$155.87,17598060,$154.75,$155.99,$153.46
04/01/2024,$156.50,24469820,$151.83,$157.00,$151.65
03/28/2024,$152.26,21105630,$152.00,$152.67,$151.33
03/27/2024,$151.94,16621960,$152.145,$152.69,$150.13
03/26/2024,$151.70,19312690,$151.24,$153.20,$151.03
03/25/2024,$151.15,15114730,$150.95,$151.456,$148.80
03/22/2024,$151.77,19252930,$150.24,$152.56,$150.09
03/21/2024,$148.74,19843920,$150.32,$151.305,$148.0101
03/20/2024,$149.68,17730000,$148.79,$149.76,$147.665
03/19/2024,$147.92,17748370,$148.98,$149.62,$147.01
03/18/2024,$148.48,47676690,$149.37,$152.93,$148.14
03/15/2024,$142.17,41039490,$143.41,$144.34,$141.1301
03/14/2024,$144.34,36117910,$142.30,$144.73,$141.485
03/13/2024,$140.77,19637000,$140.06,$142.19,$140.01
03/12/2024,$139.62,19019700,$138.25,$140.28,$138.21
03/11/2024,$138.94,22536370,$137.07,$139.98,$137.07
03/08/2024,$136.29,26495160,$135.035,$138.985,$134.80
03/07/2024,$135.24,24107280,$133.89,$135.82,$132.66
03/06/2024,$132.56,23175200,$134.24,$134.74,$131.95
03/05/2024,$133.78,28447550,$132.74,$134.02,$131.55
03/04/2024,$134.20,43571510,$136.54,$136.63,$132.86
03/01/2024,$138.08,28551530,$139.61,$140.00,$137.975
02/29/2024,$139.78,35485010,$138.35,$139.95,$137.57
02/28/2024,$137.43,30628700,$139.10,$139.28,$136.64
02/27/2024,$140.10,22363980,$139.41,$140.49,$138.50
02/26/2024,$138.75,33513010,$143.45,$143.84,$138.74
02/23/2024,$145.29,14519430,$144.97,$145.955,$144.79
02/22/2024,$145.32,23024710,$146.12,$146.20,$144.01
02/21/2024,$143.84,16499580,$142.64,$143.98,$141.91
02/20/2024,$142.20,18625590,$140.94,$143.3285,$140.80
02/16/2024,$141.76,21865120,$144.21,$144.48,$141.52
02/15/2024,$143.94,26724310,$144.46,$144.76,$141.88
02/14/2024,$147.14,16651820,$147.37,$147.83,$145.555
02/13/2024,$146.37,18138480,$146.07,$148.04,$145.11
02/12/2024,$148.73,17236110,$149.54,$150.59,$148.56
02/09/2024,$150.22,21877690,$147.95,$150.695,$147.43
02/08/2024,$147.22,18241320,$146.97,$147.61,$146.42
02/07/2024,$146.68,21436130,$146.12,$147.00,$145.2103
02/06/2024,$145.41,21517660,$145.96,$146.74,$144.52
02/05/2024,$144.93,29254440,$144.04,$146.67,$143.91
02/02/2024,$143.54,42136130,$140.89,$143.88,$138.17
02/01/2024,$142.71,25526860,$143.69,$144.62,$142.26
01/31/2024,$141.80,43908580,$145.39,$145.59,$141.55
01/30/2024,$153.05,26578930,$154.01,$155.04,$152.775
01/29/2024,$154.84,20909260,$153.64,$155.20,$152.92
01/26/2024,$153.79,19494490,$152.87,$154.11,$152.80
01/25/2024,$153.64,21495120,$151.74,$154.76,$151.22
01/24/2024,$150.35,19245030,$150.29,$151.57,$149.84
01/23/2024,$148.68,14113650,$147.72,$148.86,$147.19
01/22/2024,$147.71,21829230,$148.71,$150.015,$147.58
01/19/2024,$147.97,27181030,$146.305,$148.04,$145.80
01/18/2024,$144.99,18876800,$143.44,$145.585,$143.35
01/17/2024,$142.89,17884550,$142.91,$143.41,$140.51
01/16/2024,$144.08,19198940,$143.43,$145.84,$143.0564
01/12/2024,$144.24,13998730,$144.34,$144.74,$143.36
01/11/2024,$143.67,17471130,$144.895,$146.66,$142.215
01/10/2024,$143.80,16641880,$142.52,$144.525,$142.46
01/09/2024,$142.56,19579670,$140.06,$142.7998,$139.79
01/08/2024,$140.53,17645290,$138.00,$140.64,$137.88
01/05/2024,$137.39,15439480,$138.352,$138.81,$136.85
01/04/2024,$138.04,18253330,$139.85,$140.635,$138.01
01/03/2024,$140.36,18974310,$138.60,$141.09,$138.43
01/02/2024,$139.56,20071890,$139.60,$140.6147,$137.74
12/29/2023,$140.93,14880960,$140.68,$141.435,$139.90
12/28/2023,$141.28,12192550,$141.85,$142.27,$140.8283
12/27/2023,$141.44,17288360,$142.83,$143.32,$141.0512
12/26/2023,$142.82,11170070,$142.98,$143.945,$142.5001
12/22/2023,$142.72,18513520,$142.13,$143.25,$142.055
12/21/2023,$141.80,18101480,$140.77,$142.03,$140.4725
12/20/2023,$139.66,33507340,$140.33,$143.0783,$139.41
12/19/2023,$138.10,20661000,$138.00,$138.77,$137.45
12/18/2023,$137.19,25699770,$133.86,$138.38,$133.77
12/15/2023,$133.84,58594000,$132.92,$134.83,$132.63
12/14/2023,$133.20,29619100,$134.77,$135.035,$131.06
12/13/2023,$133.97,25414460,$134.545,$134.78,$132.95
12/12/2023,$133.64,26583980,$133.27,$134.54,$132.83
12/11/2023,$134.70,24502860,$133.82,$134.79,$132.89
12/08/2023,$136.64,23016140,$135.66,$137.99,$135.57
12/07/2023,$138.45,38419430,$136.60,$140.00,$136.23
12/06/2023,$131.43,16360650,$132.90,$133.31,$131.31
12/05/2023,$132.39,19235150,$130.37,$133.54,$129.73
12/04/2023,$130.63,24117080,$131.294,$131.45,$129.40
12/01/2023,$133.32,24267990,$133.32,$133.50,$132.1517
11/30/2023,$133.92,29913530,$136.40,$136.96,$132.79
11/29/2023,$136.40,21014720,$138.985,$139.67,$136.295
11/28/2023,$138.62,17046870,$137.63,$138.66,$137.04
11/27/2023,$138.05,17886390,$137.57,$139.63,$137.54
11/24/2023,$138.22,8828640,$139.54,$139.677,$137.47
11/22/2023,$140.02,17310210,$139.10,$141.10,$139.00
11/21/2023,$138.62,17648070,$137.94,$138.965,$137.705
11/20/2023,$137.92,19589010,$135.50,$138.425,$135.49
11/17/2023,$136.94,25590190,$137.82,$138.00,$135.48
11/16/2023,$138.70,17615070,$136.96,$138.8799,$136.08
11/15/2023,$136.38,15840880,$136.64,$136.84,$135.33
