Date,Close/Last,Volume,Open,High,Low
06/11/2024,$46.43,135371,$46.01,$46.47,$45.40
06/10/2024,$46.26,116257,$46.45,$46.74,$45.92
06/07/2024,$46.64,101983,$47.20,$47.84,$46.56
06/06/2024,$47.55,75760,$46.96,$47.80,$46.96
06/05/2024,$47.08,85399,$46.83,$47.14,$46.42
06/04/2024,$46.79,66191,$46.50,$47.12,$46.10
06/03/2024,$46.56,73952,$46.42,$46.78,$45.99
05/31/2024,$46.20,139157,$45.69,$46.32,$45.34
05/30/2024,$45.67,93618,$45.71,$45.92,$45.3621
05/29/2024,$45.48,81558,$45.55,$45.86,$45.30
05/28/2024,$45.94,148322,$45.95,$46.13,$44.54
05/24/2024,$45.73,102929,$45.71,$45.995,$45.3936
05/23/2024,$45.46,109812,$45.96,$46.085,$45.255
05/22/2024,$46.15,86155,$46.25,$46.72,$46.01
05/21/2024,$46.23,108523,$46.68,$46.68,$46.17
05/20/2024,$46.73,108364,$46.77,$47.1274,$46.50
05/17/2024,$46.88,132519,$47.57,$47.57,$46.69
05/16/2024,$47.42,105785,$47.42,$48.01,$46.97
05/15/2024,$47.46,137002,$48.16,$48.37,$47.44
05/14/2024,$48.01,131574,$48.45,$49.00,$47.935
05/13/2024,$48.39,135012,$48.26,$49.18,$48.00
05/10/2024,$48.12,81583,$47.73,$48.37,$47.64
05/09/2024,$47.88,77976,$47.43,$47.99,$47.42
05/08/2024,$47.33,88615,$47.12,$47.68,$47.025
05/07/2024,$47.38,118089,$46.26,$47.48,$46.26
05/06/2024,$46.28,125579,$46.73,$46.7796,$45.87
05/03/2024,$46.40,141586,$46.96,$47.18,$46.25
05/02/2024,$46.90,196427,$45.41,$47.05,$45.1574
05/01/2024,$44.95,174005,$44.43,$45.28,$44.20
04/30/2024,$44.50,272116,$43.71,$44.75,$43.1401
04/29/2024,$43.72,108692,$43.90,$44.0317,$43.59
04/26/2024,$43.56,114516,$43.45,$44.30,$43.33
04/25/2024,$43.51,132714,$44.42,$44.55,$43.45
04/24/2024,$44.53,133001,$44.01,$44.68,$43.71
04/23/2024,$44.42,153740,$44.75,$45.10,$44.00
04/22/2024,$44.68,149023,$45.36,$45.455,$44.63
04/19/2024,$45.35,140811,$44.47,$45.59,$44.47
04/18/2024,$44.73,145746,$44.88,$45.14,$44.425
04/17/2024,$44.91,129534,$44.98,$45.24,$44.715
04/16/2024,$44.62,127583,$46.02,$46.02,$44.62
04/15/2024,$46.03,118701,$46.61,$46.88,$45.70
04/12/2024,$46.28,99697,$46.39,$46.44,$45.94
04/11/2024,$46.76,101778,$47.30,$47.425,$46.59
04/10/2024,$47.03,126250,$47.32,$47.32,$46.40
04/09/2024,$47.97,121234,$48.41,$48.51,$47.66
04/08/2024,$48.27,107117,$49.61,$49.61,$47.98
04/05/2024,$49.61,104793,$49.14,$49.67,$48.70
04/04/2024,$49.21,133200,$49.97,$50.265,$49.13
04/03/2024,$49.56,206811,$49.28,$49.84,$48.86
04/02/2024,$49.64,241075,$49.43,$50.58,$48.87
04/01/2024,$49.43,383974,$47.43,$50.25,$46.73
03/28/2024,$47.46,164880,$47.09,$47.75,$46.79
03/27/2024,$46.87,90715,$46.92,$47.29,$46.49
03/26/2024,$46.57,101132,$47.33,$47.42,$46.50
03/25/2024,$47.20,77840,$47.76,$47.82,$46.94
03/22/2024,$47.42,88691,$47.45,$47.56,$46.9801
03/21/2024,$47.52,138991,$47.84,$47.89,$47.25
03/20/2024,$47.66,98198,$47.50,$47.70,$46.94
03/19/2024,$47.49,116192,$47.87,$48.12,$47.20
03/18/2024,$47.79,141100,$46.88,$48.20,$46.85
03/15/2024,$47.08,273354,$47.01,$47.40,$46.45
03/14/2024,$47.27,115529,$47.83,$47.83,$47.11
03/13/2024,$47.79,126863,$48.27,$48.78,$47.48
03/12/2024,$48.19,135675,$48.50,$48.93,$47.94
03/11/2024,$48.58,151597,$49.60,$49.85,$47.625
03/08/2024,$49.84,170619,$50.46,$50.46,$47.60
03/07/2024,$50.46,137843,$50.87,$51.26,$49.97
03/06/2024,$51.14,115642,$51.95,$51.95,$50.72
03/05/2024,$51.85,156624,$52.28,$52.61,$51.74
03/04/2024,$52.11,95466,$51.71,$52.52,$51.71
03/01/2024,$51.62,132104,$52.48,$52.48,$51.5315
02/29/2024,$52.64,256242,$51.50,$52.90,$51.50
02/28/2024,$51.21,85728,$51.18,$51.48,$50.76
02/27/2024,$51.44,126252,$50.76,$51.64,$50.72
02/26/2024,$50.85,85935,$50.78,$51.35,$50.59
02/23/2024,$51.09,187638,$49.86,$51.11,$49.76
02/22/2024,$50.08,183469,$50.28,$50.28,$49.13
02/21/2024,$50.48,89511,$50.34,$50.71,$50.08
02/20/2024,$50.36,105320,$49.33,$50.61,$49.33
02/16/2024,$49.73,196900,$50.05,$50.175,$49.48
02/15/2024,$50.09,133348,$49.76,$50.59,$49.52
02/14/2024,$49.71,179030,$48.46,$49.86,$48.22
02/13/2024,$48.20,192839,$48.38,$48.64,$47.465
02/12/2024,$49.14,126289,$48.32,$49.51,$48.00
02/09/2024,$48.01,136145,$47.16,$48.04,$46.64
02/08/2024,$47.24,146968,$46.59,$47.42,$46.59
02/07/2024,$46.50,90223,$46.31,$46.73,$46.07
02/06/2024,$46.25,104121,$45.98,$46.67,$45.885
02/05/2024,$46.13,96765,$46.28,$46.57,$45.8633
02/02/2024,$46.58,136804,$46.78,$46.78,$46.24
02/01/2024,$47.22,101913,$46.28,$47.24,$46.08
01/31/2024,$46.24,156750,$47.04,$47.19,$46.12
01/30/2024,$47.10,93105,$47.30,$47.37,$46.615
01/29/2024,$47.46,127395,$47.20,$47.46,$46.81
01/26/2024,$47.17,127072,$47.55,$47.75,$46.96
01/25/2024,$47.30,131530,$46.90,$47.34,$46.27
01/24/2024,$46.62,128072,$47.89,$47.89,$46.5978
01/23/2024,$47.43,148284,$48.33,$48.33,$47.03
01/22/2024,$47.94,317831,$47.39,$48.46,$47.005
01/19/2024,$47.00,293531,$48.36,$48.36,$46.819
01/18/2024,$48.26,113550,$47.95,$48.29,$47.84
01/17/2024,$48.13,215741,$46.44,$48.20,$46.19
01/16/2024,$46.66,445415,$49.79,$49.97,$46.55
01/12/2024,$50.23,131142,$50.22,$50.39,$49.93
01/11/2024,$49.81,169048,$50.23,$50.23,$49.53
01/10/2024,$50.43,136851,$50.01,$50.48,$49.63
01/09/2024,$50.10,152044,$50.66,$50.75,$50.00
01/08/2024,$51.05,145315,$51.69,$51.86,$50.745
01/05/2024,$51.42,219804,$52.07,$52.41,$50.74
01/04/2024,$52.38,268110,$53.29,$53.5661,$52.25
01/03/2024,$53.03,327343,$53.28,$53.58,$52.52
01/02/2024,$53.14,356190,$49.27,$53.30,$49.27
12/29/2023,$49.72,206767,$49.50,$50.11,$48.82
12/28/2023,$49.65,115886,$49.94,$50.09,$49.56
12/27/2023,$49.76,95454,$49.73,$50.20,$49.4261
12/26/2023,$49.80,97227,$49.20,$50.00,$48.96
12/22/2023,$49.34,123605,$49.83,$50.23,$49.28
12/21/2023,$49.45,117407,$50.37,$50.65,$49.08
12/20/2023,$50.01,186768,$50.24,$50.47,$49.61
12/19/2023,$50.36,170525,$50.07,$50.74,$49.86
12/18/2023,$49.71,130952,$49.35,$49.87,$49.03
12/15/2023,$49.46,442169,$51.24,$51.24,$49.46
12/14/2023,$50.97,175188,$52.54,$52.74,$49.44
12/13/2023,$51.96,159630,$51.40,$51.98,$50.88
12/12/2023,$51.40,241372,$49.84,$51.48,$49.50
12/11/2023,$49.43,226291,$46.57,$49.47,$46.455
12/08/2023,$46.58,238026,$49.08,$49.92,$46.50
12/07/2023,$49.33,160265,$48.84,$49.715,$48.41
12/06/2023,$48.85,215956,$49.27,$49.27,$48.39
12/05/2023,$48.98,232080,$48.33,$49.01,$48.175
12/04/2023,$48.55,167042,$47.90,$48.72,$47.90
12/01/2023,$48.01,192472,$47.50,$48.01,$47.10
11/30/2023,$47.54,180693,$47.38,$47.74,$46.72
11/29/2023,$47.34,178982,$48.32,$48.49,$47.15
11/28/2023,$48.32,80338,$48.05,$48.47,$47.95
11/27/2023,$48.27,78442,$48.47,$48.47,$48.00
11/24/2023,$48.64,32593,$48.68,$48.89,$48.34
11/22/2023,$48.87,125768,$48.49,$48.97,$48.47
11/21/2023,$48.39,72032,$48.04,$48.65,$47.805
11/20/2023,$47.98,123083,$48.28,$48.28,$47.60
11/17/2023,$47.94,157203,$47.89,$47.97,$47.30
11/16/2023,$47.75,124291,$48.38,$48.52,$47.57
11/15/2023,$48.52,124634,$48.64,$49.23,$48.48
