Date,Close/Last,Volume,Open,High,Low
08/23/2024,$69.145,10749910,$64.39,$70.56,$64.00
08/22/2024,$61.81,1999488,$63.02,$63.36,$61.65
08/21/2024,$62.77,2202231,$62.32,$62.85,$61.24
08/20/2024,$61.99,2117721,$61.78,$62.385,$61.29
08/19/2024,$61.96,3166194,$59.38,$62.2799,$58.89
08/16/2024,$58.58,1968189,$58.83,$59.77,$58.49
08/15/2024,$59.27,3995807,$57.16,$61.00,$57.06
08/14/2024,$56.22,2450307,$57.02,$57.2396,$55.25
08/13/2024,$56.51,2898783,$54.00,$57.13,$53.84
08/12/2024,$53.52,2683906,$55.32,$55.32,$53.285
08/09/2024,$55.10,2091129,$55.70,$55.77,$54.61
08/08/2024,$55.61,4041750,$53.005,$55.70,$52.80
08/07/2024,$52.84,5064022,$53.68,$56.85,$52.79
08/06/2024,$53.03,4386460,$52.23,$53.82,$51.30
08/05/2024,$51.67,6725075,$49.85,$52.96,$48.3301
08/02/2024,$53.14,7584568,$56.90,$57.98,$52.9504
08/01/2024,$55.33,6806739,$58.59,$58.68,$54.36
07/31/2024,$58.21,2828560,$57.60,$58.97,$56.94
07/30/2024,$57.44,2876257,$58.35,$59.30,$56.90
07/29/2024,$58.90,2442857,$59.18,$59.7199,$58.05
07/26/2024,$59.04,3006726,$58.50,$59.06,$57.42
07/25/2024,$57.45,3518118,$55.51,$58.88,$55.30
07/24/2024,$55.59,7747991,$60.04,$60.05,$55.40
07/23/2024,$62.09,2292750,$61.50,$62.68,$60.61
07/22/2024,$62.05,2635557,$62.97,$62.97,$60.64
07/19/2024,$62.55,2545070,$62.81,$64.25,$62.2968
07/18/2024,$62.77,3600242,$64.71,$66.191,$62.27
07/17/2024,$64.77,4221832,$63.88,$66.18,$63.7534
07/16/2024,$64.73,4030123,$62.74,$65.11,$62.72
07/15/2024,$62.44,3701355,$61.46,$63.27,$60.25
07/12/2024,$61.32,2826968,$61.10,$62.11,$60.74
07/11/2024,$60.67,3214117,$62.21,$63.50,$60.54
07/10/2024,$61.37,3709979,$63.47,$63.74,$60.73
07/09/2024,$63.11,3028417,$60.88,$63.16,$60.52
07/08/2024,$61.02,2648624,$62.37,$62.558,$60.85
07/05/2024,$62.08,2917759,$62.00,$63.09,$61.1679
07/03/2024,$62.29,2106485,$61.87,$62.88,$61.51
07/02/2024,$61.36,3069436,$62.45,$62.7299,$60.52
07/01/2024,$62.47,5564526,$60.18,$63.76,$60.05
06/28/2024,$59.93,4896008,$59.56,$60.98,$59.51
06/27/2024,$59.15,4277520,$57.14,$59.51,$56.77
06/26/2024,$57.16,4402367,$54.38,$57.64,$54.21
06/25/2024,$54.64,2000692,$54.30,$54.97,$53.74
06/24/2024,$54.45,2248905,$54.25,$55.16,$53.8552
06/21/2024,$54.40,3173300,$53.73,$54.65,$52.82
06/20/2024,$53.67,3634146,$52.30,$53.88,$51.51
06/18/2024,$52.53,2836958,$53.88,$54.35,$52.50
06/17/2024,$53.97,3067127,$54.23,$55.03,$53.71
06/14/2024,$54.51,3333964,$53.53,$54.77,$53.2001
06/13/2024,$54.20,5537509,$56.50,$56.555,$53.40
06/12/2024,$56.36,5177458,$59.96,$60.43,$55.98
06/11/2024,$58.17,2216652,$57.63,$58.22,$56.95
06/10/2024,$57.88,1859191,$56.80,$58.04,$56.52
06/07/2024,$57.35,2722771,$57.08,$58.40,$56.83
06/06/2024,$57.97,2613768,$57.66,$58.87,$57.24
06/05/2024,$58.12,2032931,$57.95,$58.25,$57.13
06/04/2024,$57.78,2093702,$57.09,$58.40,$56.75
06/03/2024,$57.94,3315739,$58.50,$59.2361,$57.18
05/31/2024,$57.40,2960960,$57.44,$58.47,$56.275
05/30/2024,$57.32,2498131,$56.78,$57.96,$56.10
05/29/2024,$56.48,2481943,$55.64,$56.60,$55.01
05/28/2024,$56.45,2459391,$56.77,$57.12,$55.80
05/24/2024,$56.76,2035601,$56.42,$56.95,$56.26
05/23/2024,$56.20,3588238,$58.19,$58.33,$56.12
05/22/2024,$58.52,1840722,$57.80,$58.98,$57.78
05/21/2024,$57.97,2713559,$58.89,$59.04,$57.864
05/20/2024,$59.27,4034086,$61.18,$61.46,$58.85
05/17/2024,$61.44,1960142,$61.41,$61.65,$60.60
05/16/2024,$61.25,2638572,$61.79,$62.46,$61.09
05/15/2024,$62.27,3920414,$63.88,$64.20,$61.51
05/14/2024,$62.26,9784662,$61.24,$66.58,$61.08
05/13/2024,$60.16,3744943,$58.38,$61.09,$58.36
05/10/2024,$57.91,3400602,$60.13,$60.33,$57.5916
05/09/2024,$60.24,1855435,$59.44,$60.47,$58.68
05/08/2024,$59.55,1921209,$59.29,$59.92,$58.77
05/07/2024,$60.14,2233703,$59.99,$60.65,$59.53
05/06/2024,$60.33,3110322,$59.77,$61.17,$59.5478
05/03/2024,$59.11,3904550,$61.30,$61.48,$58.70
05/02/2024,$59.945,2667023,$59.25,$59.99,$58.04
05/01/2024,$59.13,4339510,$57.28,$60.58,$57.25
04/30/2024,$57.66,7035222,$60.12,$61.46,$57.62
04/29/2024,$58.66,8834781,$57.18,$59.8858,$56.89
04/26/2024,$56.35,18083810,$60.73,$60.74,$56.1001
04/25/2024,$62.81,8516267,$59.93,$63.21,$59.6636
04/24/2024,$61.83,3181927,$61.71,$62.44,$60.72
04/23/2024,$61.74,5653836,$59.00,$62.44,$58.90
04/22/2024,$58.57,3926078,$57.31,$58.63,$56.16
04/19/2024,$56.90,3592749,$57.54,$58.56,$56.32
04/18/2024,$58.69,3120733,$57.65,$58.92,$57.25
04/17/2024,$57.59,2856342,$58.18,$58.515,$57.43
04/16/2024,$57.82,3465443,$58.62,$58.865,$57.47
04/15/2024,$58.94,3418322,$59.96,$60.38,$58.40
04/12/2024,$59.90,3032492,$60.74,$61.45,$59.77
04/11/2024,$61.95,2256451,$61.60,$61.99,$60.40
04/10/2024,$61.14,3394239,$60.54,$61.56,$60.12
04/09/2024,$62.85,3941839,$61.17,$63.21,$60.88
04/08/2024,$60.85,2694368,$60.00,$61.28,$59.48
04/05/2024,$59.83,5189302,$59.91,$60.60,$58.40
04/04/2024,$60.24,4081930,$62.76,$63.03,$60.19
04/03/2024,$62.22,3496142,$62.25,$62.54,$61.50
04/02/2024,$62.85,2994750,$62.81,$63.17,$61.53
04/01/2024,$64.19,3664007,$65.27,$65.45,$63.25
03/28/2024,$65.17,3435547,$65.86,$66.65,$64.815
03/27/2024,$65.58,2645963,$65.19,$65.61,$64.17
03/26/2024,$64.65,3197037,$65.13,$65.80,$64.03
03/25/2024,$64.64,2971047,$63.97,$64.96,$63.3901
03/22/2024,$63.58,3336275,$63.88,$64.30,$62.737
03/21/2024,$63.83,3915840,$65.15,$65.492,$63.82
03/20/2024,$64.95,4677904,$64.18,$65.57,$63.4557
03/19/2024,$64.54,5830811,$64.25,$66.12,$63.71
03/18/2024,$63.37,3746335,$64.00,$64.255,$62.82
03/15/2024,$63.99,3755722,$64.42,$65.24,$63.78
03/14/2024,$64.66,4912518,$65.17,$66.75,$63.4579
03/13/2024,$64.47,3290603,$63.99,$66.0499,$63.75
03/12/2024,$64.13,3725435,$64.55,$65.1725,$62.97
03/11/2024,$64.41,3960468,$64.27,$65.55,$63.83
03/08/2024,$64.50,5397388,$63.64,$65.78,$63.34
03/07/2024,$63.07,4762596,$62.75,$63.245,$61.35
03/06/2024,$62.67,5141341,$62.73,$63.2985,$61.30
03/05/2024,$62.79,5956280,$62.35,$64.73,$62.04
03/04/2024,$63.02,6593697,$63.20,$63.7691,$61.10
03/01/2024,$63.35,4729703,$63.41,$63.82,$62.62
02/29/2024,$63.18,5618226,$64.74,$65.0438,$62.81
02/28/2024,$63.71,5206567,$63.00,$64.77,$62.75
02/27/2024,$63.83,8088283,$62.94,$64.09,$61.475
02/26/2024,$64.35,6193910,$64.45,$65.86,$63.63
02/23/2024,$64.48,8515095,$63.19,$65.20,$62.8528
02/22/2024,$63.29,13240520,$65.06,$65.30,$62.26
02/21/2024,$63.90,12825270,$66.58,$68.01,$63.57
02/20/2024,$67.25,19209880,$68.03,$68.38,$66.00
02/16/2024,$72.00,40211810,$76.97,$78.61,$71.00
02/15/2024,$94.50,13249830,$91.75,$95.17,$91.07
02/14/2024,$91.24,6883411,$90.76,$91.90,$87.30
02/13/2024,$89.94,10965610,$94.14,$95.88,$87.6001
02/12/2024,$98.57,5782462,$96.00,$99.80,$96.00
02/09/2024,$95.80,3980247,$95.45,$96.88,$93.76
02/08/2024,$94.70,5812333,$95.75,$98.54,$93.09
02/07/2024,$94.49,5037271,$93.50,$96.06,$91.87
02/06/2024,$93.48,6737965,$89.01,$93.54,$88.63
02/05/2024,$87.75,4352615,$90.00,$90.52,$86.7538
02/02/2024,$91.03,3622055,$89.06,$91.21,$87.90
02/01/2024,$88.65,2883268,$88.91,$90.3899,$87.2205
01/31/2024,$88.06,4019130,$90.00,$92.26,$88.03
01/30/2024,$90.92,3722130,$92.40,$92.62,$89.87
01/29/2024,$93.27,4556013,$89.16,$93.33,$89.00
01/26/2024,$89.00,3280478,$89.53,$91.585,$88.55
01/25/2024,$88.83,4380238,$89.11,$90.96,$87.95
01/24/2024,$88.23,6665731,$93.26,$94.7576,$88.1722
01/23/2024,$90.97,5154365,$89.95,$90.99,$88.56
01/22/2024,$88.46,5885287,$88.03,$91.56,$86.665
01/19/2024,$87.07,5833791,$85.77,$87.10,$83.6006
01/18/2024,$84.06,4361025,$85.07,$85.26,$82.45
01/17/2024,$84.01,4642031,$83.23,$84.04,$81.80
01/16/2024,$84.79,4592825,$85.07,$87.15,$84.23
01/12/2024,$86.05,4720255,$86.44,$87.35,$85.25
01/11/2024,$86.65,6816467,$89.26,$89.9999,$85.57
01/10/2024,$89.69,5716942,$91.59,$91.64,$88.40
01/09/2024,$91.60,4711946,$92.38,$93.4499,$90.355
01/08/2024,$93.95,7044650,$89.86,$94.90,$89.86
01/05/2024,$89.29,5178516,$87.00,$91.02,$86.69
01/04/2024,$87.91,5167418,$86.79,$89.79,$85.71
01/03/2024,$86.61,4498982,$87.61,$88.39,$85.87
01/02/2024,$89.00,4729851,$90.55,$90.67,$88.12
12/29/2023,$91.66,4057275,$93.65,$94.00,$91.09
12/28/2023,$94.10,3780051,$93.63,$95.10,$93.11
12/27/2023,$94.23,5462810,$95.20,$96.07,$92.64
12/26/2023,$94.90,5771699,$91.65,$95.3963,$91.17
12/22/2023,$91.34,8522619,$92.90,$95.37,$90.05
12/21/2023,$92.04,5068529,$90.73,$92.08,$89.5159
12/20/2023,$89.11,7732202,$93.72,$93.98,$88.7118
12/19/2023,$94.42,4833250,$94.30,$96.40,$93.77
12/18/2023,$93.49,6679969,$93.30,$96.2758,$93.19
12/15/2023,$95.93,9173662,$100.00,$100.18,$95.535
12/14/2023,$102.88,7486684,$103.98,$108.84,$100.95
12/13/2023,$101.68,7001989,$100.88,$102.9142,$96.29
12/12/2023,$100.98,3589873,$103.34,$103.60,$100.03
12/11/2023,$102.97,3249215,$103.36,$103.81,$101.53
12/08/2023,$103.36,4001193,$101.00,$104.16,$100.12
12/07/2023,$100.68,3877022,$102.50,$103.71,$100.58
12/06/2023,$102.36,4281677,$106.66,$106.73,$102.07
12/05/2023,$105.19,3917899,$103.35,$105.69,$102.63
12/04/2023,$104.48,5267138,$101.80,$106.65,$101.47
12/01/2023,$103.54,6262637,$103.59,$105.55,$102.71
11/30/2023,$104.20,7669694,$107.67,$107.81,$102.35
11/29/2023,$106.75,7047884,$107.67,$108.3983,$105.65
11/28/2023,$106.87,12162820,$102.44,$107.06,$102.23
11/27/2023,$102.98,16319090,$95.95,$103.5699,$95.80
11/24/2023,$94.93,2380647,$94.78,$96.00,$93.87
11/22/2023,$94.78,3940104,$94.30,$95.61,$92.55
11/21/2023,$93.60,4615783,$93.76,$94.3199,$91.96
11/20/2023,$94.99,5943527,$92.90,$96.48,$92.69
11/17/2023,$92.97,6496608,$89.13,$93.00,$88.08
11/16/2023,$89.50,4731049,$90.14,$90.30,$87.91
11/15/2023,$91.10,8351147,$88.59,$93.20,$87.59
